"AAON"	56.695	55.552	55.237	55.119	54.809	54.046	54.208	54.210	53.701	53.061	52.917	52.892	52.870	52.623	244.600	266.200	303.100	321.100	356.300	358.600	90.300	94.400	97.200	85.400	187.700	104.600	91.700	86.100	21.900	14.000	27.400	37.500	44.200	45.700	11.100	13.300	12.900	11.600	26.300	15.700	11.400	10.200	32.200	26.500	51.200	53.600	53.500	55.400	7.700	62.600	33.700	31.200	28.500	18.500	16.900	10.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	"0218 - Misc. Capital Goods"	"M - Nasdaq"	"SmallCap 600"
"ABR"	25.425	24.969	26.957	42.400	50.144	50.858	50.956	50.963	50.964	51.045	51.381	51.391	51.402	51.461	96.600	96.000	111.500	131.400	141.000	142.600	41.500	33.300	32.100	31.200	35.100	64.500	82.300	79.900	113.400	-37.300	16.200	16.700	85.800	45.900	10.500	15.300	5.000	1.100	10.200	10.900	20.500	15.600	20.400	-0.400	20.200	22.500	30.800	36.300	17.200	16.100	0.700	3.800	13.800	131.300	-346.600	73.200	1343.300	1438.400	1240.800	1278.800	1246.100	1173.200	1189.700	1176.600	1173.200	1222.000	1271.400	1740.800	2018.100	1962.400	"0215 - Construction Services"	"N - New York"	"None"
"ACM"	114.344	117.396	111.875	100.618	97.226	149.605	151.697	153.778	153.619	154.295	154.852	156.320	154.255	155.366	6545.800	8037.400	8218.200	8153.500	8356.800	17989.900	4549.600	4723.600	4297.700	4381.300	4408.800	4323.100	4358.300	4427.200	236.800	275.800	-58.600	239.200	229.900	-154.800	-17.200	1.100	-20.400	41.800	67.400	7.200	47.200	102.400	158.600	132.000	433.400	408.600	360.600	764.400	153.800	1042.500	78.100	113.200	260.100	362.900	77.500	-46.100	914.700	1144.700	907.100	1089.100	939.600	4446.500	4602.500	4446.500	4366.400	4130.100	3941.200	3702.200	3751.300	3851.100	"0215 - Construction Services"	"N - New York"	"MidCap 400"
"AEGN"	39.040	39.362	39.223	38.693	37.652	36.554	36.468	36.245	36.206	35.489	34.987	34.463	33.923	33.819	915.000	925.800	1016.800	1091.400	1331.400	1333.600	337.100	356.600	330.700	293.900	297.700	308.500	321.800	325.200	60.600	27.100	54.400	50.800	-33.300	-8.100	8.700	14.800	-32.900	-3.800	3.400	12.100	17.800	5.900	53.000	22.900	110.700	84.300	80.800	132.000	70.600	10.100	63.500	-2.000	11.900	26.800	36.500	-26.300	91.700	222.900	221.800	366.600	351.100	333.500	336.800	327.900	333.500	363.400	361.200	357.100	350.800	354.400	"0215 - Construction Services"	"M - Nasdaq"	"SmallCap 600"
"AGCO"	92.800	95.600	97.100	97.300	93.400	87.000	87.600	86.600	84.900	83.000	82.000	80.700	79.900	79.500	6896.600	8773.200	9962.200	10786.900	9723.700	7467.300	2069.300	1736.400	1959.000	1559.300	1995.600	1761.600	2094.000	1627.600	220.500	583.300	522.100	597.200	410.400	266.400	107.100	67.100	62.100	7.800	50.300	40.000	62.000	-10.100	438.700	725.900	666.400	797.000	438.400	524.200	314.000	44.200	452.000	-348.200	283.600	-62.800	496.900	-251.400	443.000	1409.700	1035.600	938.500	997.600	925.200	1215.500	1230.200	925.200	1257.500	1378.700	1875.800	1610.000	1780.500	"0206 - Construction & Agricultural Machinery"	"N - New York"	"MidCap 400"
"AGX"	13.593	13.612	13.784	14.072	14.433	14.757	14.637	14.747	14.810	14.832	14.842	14.939	15.137	15.342	182.600	141.900	278.600	227.500	383.100	413.300	85.500	97.400	114.000	116.400	130.300	162.500	175.400	206.800	10.000	7.700	23.300	40.100	30.400	36.300	7.500	11.300	10.800	6.700	12.200	19.700	18.100	20.400	19.300	78.700	30.800	98.400	93.300	-33.600	-2.300	-55.400	-35.600	59.700	43.700	69.000	72.600	73.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	"0215 - Construction Services"	"N - New York"	"None"
"AIMC"	26.399	26.526	26.656	26.766	26.713	26.064	26.280	26.145	25.836	25.740	25.699	25.726	25.824	28.763	520.200	674.800	732.000	722.200	819.800	746.700	196.600	183.100	173.600	180.500	182.700	173.100	172.600	215.400	24.500	37.700	24.300	40.300	40.200	35.400	9.700	10.200	6.100	8.800	9.300	5.300	1.700	10.300	42.800	46.900	59.900	89.600	84.500	86.800	17.300	33.400	23.300	6.100	24.500	16.400	29.700	3.000	213.100	263.400	238.500	261.300	240.600	231.600	233.900	227.200	231.600	232.800	210.500	209.800	326.000	317.600	"0218 - Misc. Capital Goods"	"M - Nasdaq"	"None"
"AIR"	38.182	38.355	38.800	38.300	38.600	39.100	40.300	34.700	34.400	34.200	34.100	33.900	33.700	33.700	1352.200	1805.100	2065.000	1807.900	1709.100	1594.300	415.800	386.700	431.500	412.100	458.200	404.800	423.800	446.700	44.600	67.500	65.200	46.800	65.700	-55.200	-82.200	7.200	9.100	9.800	11.000	9.800	12.000	13.000	153.200	108.600	94.200	162.900	139.800	-43.000	-104.000	-127.400	111.500	2.000	46.000	-1.100	-0.100	-10.000	336.200	329.800	669.400	622.200	564.300	82.400	82.400	135.000	135.000	160.000	136.100	142.800	154.100	168.700	"0203 - Aerospace and Defense"	"N - New York"	"SmallCap 600"
"AIT"	42.312	42.433	42.139	42.060	41.942	40.892	40.064	39.613	39.262	39.107	39.032	39.044	38.985	38.999	1893.200	2212.800	2375.400	2462.200	2459.900	2751.600	677.500	641.900	610.300	633.200	634.000	624.800	608.100	679.300	65.900	96.800	108.800	118.100	112.800	115.500	28.000	24.300	23.900	-44.700	26.100	27.400	24.100	29.500	184.300	76.800	90.400	111.400	110.100	154.500	115.200	14.600	52.200	114.900	-20.700	41.900	3.800	32.800	0.000	0.000	0.000	0.000	168.000	317.600	317.600	351.300	363.600	367.800	324.600	301.800	323.900	317.400	"0218 - Misc. Capital Goods"	"N - New York"	"SmallCap 600"
"AJRD"	58.500	58.700	59.000	59.600	57.900	61.100	61.200	61.800	62.900	63.000	65.800	67.000	68.600	72.300	857.900	918.100	994.900	1383.100	1597.400	1708.300	456.900	440.500	492.300	356.900	765.300	463.800	532.200	405.300	6.000	2.900	-5.700	164.500	-52.300	-17.100	18.400	-38.700	7.300	5.100	11.000	-11.000	18.000	5.900	148.100	76.800	86.200	77.600	150.600	65.100	64.000	42.100	-5.400	-31.700	3.800	45.100	109.500	-3.100	326.700	323.600	246.000	696.300	776.900	646.700	712.600	655.900	646.700	620.400	576.400	514.500	608.000	604.900	"0203 - Aerospace and Defense"	"N - New York"	"SmallCap 600"
