"A"	39.000	39.000	36.000	33.000	48.000	60.000	58.000	43.000	-92.000	-122.000	-131.000	-589.000	-114.000	37.000	-106.000	29.000	-56.000	-290.000	-114.000	-473.000	-50.000	-67.000	-60.000	-101.000	252.000	213.000	372.000	197.000	303.000	215.000	288.000	228.000
"AA"	69.000	148.000	82.000	95.000	74.000	150.000	96.000	88.000	-199.000	-294.000	-280.000	433.000	-147.000	-53.000	-115.000	-78.000	-59.000	-148.000	-83.000	-100.000	-74.000	-170.000	-104.000	-94.000	168.000	535.000	288.000	-430.000	55.000	455.000	384.000	311.000
"AAL"	1305.000	1009.000	1005.000	952.000	779.000	1408.000	1369.000	1480.000	-1109.000	-367.000	636.000	-1100.000	-841.000	75.000	-599.000	-272.000	-480.000	-390.000	-548.000	-79.000	-956.000	-557.000	184.000	-1404.000	1651.000	729.000	-79.000	1084.000	1799.000	437.000	369.000	1688.000
"AAN"	23.800	25.900	20.100	15.500	17.300	15.900	15.300	14.300	-29.900	57.700	-6.800	-139.700	-40.200	-34.500	-38.700	-84.700	-26.000	-70.800	-148.800	-25.600	-18.000	-19.600	-160.100	-15.000	164.700	-6.500	96.200	70.200	196.600	-21.100	64.700	11.400
"AAOI"	12.800	19.600	21.400	21.200	9.700	20.400	19.800	19.100	28.000	16.900	8.600	-5.300	14.600	6.400	6.300	-2.100	-9.000	-5.500	-35.800	-23.000	-12.200	-21.000	-18.500	-21.700	0.000	-11.600	7.500	22.100	-4.100	26.800	7.600	40.200
"AAON"	8.800	2.900	8.400	17.500	8.500	15.300	9.600	10.800	-1.100	-16.400	-13.200	-6.400	-3.600	-10.300	-10.400	-2.900	-8.700	0.500	-3.300	-11.400	-20.400	-7.800	-7.700	-18.800	14.900	10.700	7.900	25.500	10.700	16.100	8.100	23.600
"AAP"	61.300	88.600	43.300	27.300	34.500	28.800	38.600	57.100	-503.200	-110.300	-128.400	1.500	-26.800	7.000	4.900	-46.700	-60.800	-88.100	-42.400	-27.300	-33.900	-23.800	-33.800	-56.900	204.500	129.500	237.500	290.000	154.000	199.800	133.700	232.300
"AAPL"	2363.000	3355.000	3041.000	3267.000	4195.000	2810.000	3865.000	2277.000	-29457.000	-13676.000	-22580.000	-31523.000	-26272.000	-7501.000	-3996.000	-1769.000	13348.000	5844.000	-3001.000	3947.000	28710.000	-13590.000	-9942.000	-3180.000	11155.000	26690.000	19523.000	14488.000	15130.000	28293.000	16283.000	8138.000
"AAT"	20.900	22.700	11.300	10.200	10.100	12.700	33.800	-4.000	-7.400	1.100	-17.800	-30.800	-59.300	-20.100	82.700	48.600	-22.400	-27.600	-13.400	-12.000	-11.400	-13.900	-61.600	-241.800	36.800	17.600	36.600	38.300	44.000	20.100	41.900	36.000
"AAWW"	30.600	29.600	30.000	28.700	26.100	21.200	21.200	23.600	-77.200	-72.300	30.900	227.300	30.600	118.900	-57.100	199.800	-44.800	-82.600	-120.900	-236.600	-261.200	-139.900	-131.700	-130.200	53.800	161.500	88.200	106.800	69.100	136.600	82.300	94.200
"AAXN"	5.300	4.300	2.200	3.600	1.100	1.300	3.300	3.400	-1.200	-2.800	-1.000	226.600	-3.400	-2.200	-0.200	0.500	-110.800	-3.900	1.200	-8.500	1.300	9.500	7.500	-7.800	-14.000	31.200	16.500	-1.900	18.100	24.300	6.600	-5.800
"AB"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-52.500	-60.200	-58.000	-68.500	-76.100	-45.200	-37.600	-39.700	-7.400	-5.800	-2.500	-4.300	-4.000	-2.400	-8.400	-4.800	59.900	66.000	60.400	72.800	80.100	47.600	46.000	44.500
"ABBV"	107.000	123.000	282.000	114.000	119.000	182.000	126.000	126.000	-5383.000	-3825.000	916.000	-8978.000	-2509.000	-1928.000	-810.000	-980.000	-27.000	-283.000	-963.000	687.000	-447.000	201.000	-109.000	318.000	3017.000	3392.000	4524.000	2866.000	2645.000	2584.000	3271.000	2003.000
"ABC"	82.300	79.200	88.100	79.500	95.200	73.600	95.000	108.700	-205.200	-303.700	-476.500	-435.300	-65.700	734.600	-165.300	-711.200	-83.600	-127.600	-85.200	-90.500	-793.100	-142.300	-91.500	-137.100	624.400	479.000	665.300	823.300	-87.600	10.300	1380.500	-244.700
"ABCB"	1.600	2.700	4.300	1.900	1.100	0.700	0.600	1.200	129.400	-40.500	211.300	226.200	114.000	185.800	223.200	280.800	-11.600	106.100	31.300	-32.400	-158.300	-132.200	-229.200	-281.100	59.700	-15.300	-38.100	-104.000	48.500	33.100	-27.400	-81.600
"ABG"	3.600	0.000	-7.800	8.900	3.300	5.100	0.000	-5.100	64.400	114.600	-59.300	59.100	28.700	8.600	-118.700	-14.000	-127.000	-16.800	-13.700	-54.700	-64.400	-29.800	-6.100	-6.400	65.200	-96.300	77.300	-6.700	35.800	23.100	124.900	20.000
"ABM"	15.900	11.600	13.600	15.200	11.500	10.600	15.000	14.400	-57.000	42.000	-108.100	-85.000	-88.400	-14.300	882.700	-8.200	-15.700	-11.400	-11.800	-11.900	-9.100	-15.300	-847.900	22.100	95.700	-39.400	113.500	74.200	99.500	33.700	-19.700	-22.800
"ABMD"	8.500	8.100	12.200	15.100	11.700	26.500	7.900	9.800	3.000	-1.100	4.100	-61.800	2.600	1.600	1.100	-14.400	-35.800	-65.800	-49.700	34.800	-68.500	-51.700	-43.400	-17.200	70.400	74.600	60.600	46.600	56.400	56.700	43.200	36.300
"ABR"	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-54.300	19.200	261.000	407.700	128.600	396.000	256.100	-87.900	-138.400	-131.700	-32.200	-359.100	-159.000	-557.600	-223.900	-170.800	268.400	157.800	-214.100	-2.200	20.800	72.900	80.000	234.700
"ABT"	335.000	467.000	354.000	298.000	275.000	345.000	263.000	255.000	-1142.000	-4776.000	2471.000	-1631.000	-6455.000	-112.000	-386.000	-384.000	-396.000	-496.000	-323.000	-299.000	-238.000	-3152.000	-306.000	-6.000	712.000	1765.000	2183.000	1244.000	1108.000	1640.000	2005.000	1351.000
"ABTX"	0.400	1.600	0.400	0.400	1.100	0.600	0.500	0.500	61.900	-79.200	56.800	72.500	21.800	42.700	84.700	122.400	-91.600	143.100	-80.200	-69.400	-24.600	-59.300	-90.300	-126.700	19.600	13.600	14.200	6.800	11.400	6.200	10.500	7.600
"ACA"	18.000	11.800	12.600	12.800	7.600	36.500	14.100	13.700	-89.100	398.100	-8.500	6.800	-57.800	4.000	13.000	-8.900	-17.300	-309.100	-11.100	-12.400	-31.900	-35.100	-55.800	-18.400	125.000	0.000	19.400	9.500	89.600	27.700	41.100	28.700
