1991-12-23	16.61
1991-12-24	15.67
1991-12-26	15.44
1991-12-27	15.70
1991-12-30	17.63
1991-12-31	19.31
1992-01-02	20.15
1992-01-03	19.23
1992-01-06	19.49
1992-01-07	20.30
1992-01-08	19.27
1992-01-09	19.41
1992-01-10	18.89
1992-01-13	19.05
1992-01-14	17.73
1992-01-15	17.91
1992-01-16	18.43
1992-01-17	16.77
1992-01-20	16.72
1992-01-21	18.19
1992-01-22	17.58
1992-01-23	16.73
1992-01-24	16.33
1992-01-27	16.82
1992-01-28	17.70
1992-01-29	18.04
1992-01-30	17.75
1992-01-31	17.51
1992-02-03	19.21
1992-02-04	18.72
1992-02-05	18.35
1992-02-06	18.93
1992-02-07	19.31
1992-02-10	19.25
1992-02-11	18.57
1992-02-12	18.23
1992-02-13	18.03
1992-02-14	17.62
1992-02-18	18.32
1992-02-19	17.69
1992-02-20	17.32
1992-02-21	17.41
1992-02-24	17.55
1992-02-25	17.10
1992-02-26	16.74
1992-02-27	17.08
1992-02-28	17.17
1992-03-02	17.50
1992-03-03	17.41
1992-03-04	17.92
1992-03-05	18.89
1992-03-06	20.04
1992-03-09	20.68
1992-03-10	19.63
1992-03-11	20.34
1992-03-12	21.06
1992-03-13	18.88
1992-03-16	19.13
1992-03-17	17.84
1992-03-18	16.97
1992-03-19	16.85
1992-03-20	16.90
1992-03-23	17.63
1992-03-24	16.70
1992-03-25	16.41
1992-03-26	16.60
1992-03-27	16.09
1992-03-30	16.53
1992-03-31	16.56
1992-04-01	17.11
1992-04-02	17.17
1992-04-03	18.32
1992-04-06	17.20
1992-04-07	18.81
1992-04-08	21.44
1992-04-09	18.96
1992-04-10	17.43
1992-04-13	17.51
1992-04-14	16.82
1992-04-15	16.45
1992-04-16	15.58
1992-04-20	16.54
1992-04-21	16.86
1992-04-22	16.15
1992-04-23	16.75
1992-04-24	16.83
1992-04-27	16.93
1992-04-28	16.90
1992-04-29	16.40
1992-04-30	15.94
1992-05-01	17.36
1992-05-04	17.76
1992-05-05	17.12
1992-05-06	17.33
1992-05-07	17.29
1992-05-08	16.34
1992-05-11	15.90
1992-05-12	15.87
1992-05-13	15.88
1992-05-14	16.19
1992-05-15	16.06
1992-05-18	15.46
1992-05-19	14.40
1992-05-20	14.19
1992-05-21	15.12
1992-05-22	14.31
1992-05-26	15.28
1992-05-27	14.36
1992-05-28	14.57
1992-05-29	14.28
1992-06-01	14.84
1992-06-02	15.22
1992-06-03	14.97
1992-06-04	14.32
1992-06-05	14.96
1992-06-08	15.60
1992-06-09	15.98
1992-06-10	16.62
1992-06-11	16.95
1992-06-12	15.48
1992-06-15	16.11
1992-06-16	15.23
1992-06-17	18.08
1992-06-18	18.53
1992-06-19	17.53
1992-06-22	17.79
1992-06-23	15.29
1992-06-24	14.75
1992-06-25	15.00
1992-06-26	15.00
1992-06-29	14.41
1992-06-30	14.31
1992-07-01	13.57
1992-07-02	14.83
1992-07-06	15.43
1992-07-07	15.86
1992-07-08	16.36
1992-07-09	15.41
1992-07-10	14.12
1992-07-13	14.57
1992-07-14	14.39
1992-07-15	13.08
1992-07-16	12.88
1992-07-17	13.48
1992-07-20	13.54
1992-07-21	12.81
1992-07-22	14.01
1992-07-23	13.90
1992-07-24	14.16
1992-07-27	14.95
1992-07-28	14.00
1992-07-29	13.79
1992-07-30	13.79
1992-07-31	13.64
1992-08-03	14.33
1992-08-04	14.33
1992-08-05	14.34
1992-08-06	14.79
1992-08-07	14.28
1992-08-10	15.43
1992-08-11	15.92
1992-08-12	15.57
1992-08-13	15.79
1992-08-14	15.70
1992-08-17	15.54
1992-08-18	14.81
1992-08-19	14.84
1992-08-20	14.72
1992-08-21	15.48
1992-08-24	16.48
1992-08-25	16.52
1992-08-26	15.41
1992-08-27	13.86
1992-08-28	13.42
1992-08-31	13.89
1992-09-01	13.44
1992-09-02	13.09
1992-09-03	12.88
1992-09-04	13.16
1992-09-08	13.90
1992-09-09	13.92
1992-09-10	13.28
1992-09-11	13.02
1992-09-14	13.37
1992-09-15	13.75
1992-09-16	14.86
1992-09-17	14.41
1992-09-18	13.94
1992-09-21	13.72
1992-09-22	14.10
1992-09-23	14.11
1992-09-24	13.86
1992-09-25	14.98
1992-09-28	15.42
1992-09-29	15.36
1992-09-30	14.89
1992-10-01	16.31
