"A"	"500"	14500.000	07/31/2018	0.400	318.385	209.000	622.000	1034.000	320.000	322.000	323.000	322.000	321.000	321.000	322.000	326.000
"AAL"	"500"	126600.000	09/30/2018	0.300	457.592	4144.000	-129.000	3241.000	460.526	463.533	472.297	477.164	484.772	490.818	503.902	514.574
"AAP"	"500"	40000.000	10/06/2018	0.100	72.676	133.900	606.700	881.300	73.888	74.054	73.979	73.903	73.866	73.848	73.782	73.676
"AAPL"	"500"	132000.000	09/29/2018	0.000	4741.877	13313.000	5624.000	77434.000	4801.588	4882.167	5024.877	5112.877	5149.427	5195.088	5225.791	5298.661
"ABBV"	"500"	30000.000	09/30/2018	0.000	1493.021	697.000	-431.000	12619.000	1511.000	1568.000	1591.000	1596.000	1597.000	1595.000	1597.000	1616.000
"ABC"	"500"	21000.000	09/30/2018	0.200	154.687	336.400	57.400	1411.400	215.394	218.569	219.200	218.323	218.492	218.676	217.650	218.661
"ABMD"	"500"	1143.000	09/30/2018	2.000	43.147	65.500	31.800	220.300	44.961	44.546	44.327	44.247	44.141	43.895	43.577	43.431
"ABT"	"500"	99000.000	09/30/2018	0.200	1743.729	1272.000	-3643.000	6175.000	1759.585	1757.836	1753.412	1748.070	1743.757	1740.524	1727.356	1478.947
"ACN"	"500"	459000.000	08/31/2018	0.200	610.873	619.200	934.500	6026.700	640.711	639.217	617.855	615.836	617.341	619.437	622.000	621.570
"ADBE"	"500"	17973.000	08/31/2018	0.000	486.626	241.700	-27.400	3754.500	490.025	491.914	492.061	492.114	493.426	494.371	494.612	495.708
"ADI"	"500"	15800.000	11/03/2018	0.100	368.720	254.900	-231.200	2442.400	371.087	371.315	370.763	370.035	368.067	367.315	353.227	333.184
"ADM"	"500"	31300.000	09/30/2018	0.200	559.086	908.000	855.000	-3624.000	565.000	564.000	563.000	563.000	566.000	571.000	576.000	579.000
"ADP"	"500"	57000.000	09/30/2018	0.200	437.105	179.600	-1674.900	2419.700	436.800	437.900	441.000	441.300	442.200	444.497	446.500	447.900
"ADS"	"500"	20000.000	09/30/2018	2.100	53.028	198.100	107.200	2855.400	54.800	55.200	55.400	55.400	55.400	55.600	56.400	57.400
"ADSK"	"500"	8800.000	07/31/2018	0.100	217.531	58.800	-247.200	-61.200	219.000	218.600	218.900	219.600	219.500	219.900	222.308	222.300
"AEE"	"500"	8615.000	09/30/2018	0.100	243.450	41.000	20.000	2143.000	244.100	243.700	242.900	242.600	242.600	242.600	242.600	242.600
"AEP"	"500"	17666.000	09/30/2018	0.000	492.383	60.900	400.600	5078.800	492.985	492.688	492.267	491.859	491.841	491.791	491.712	491.713
"AES"	"500"	21000.000	09/30/2018	0.200	658.422	-99999999.990	-99999999.990	-99999999.990	662.000	661.000	661.000	660.000	660.000	660.000	659.000	660.000
"AFL"	"500"	11318.000	09/30/2018	0.100	744.286	0.000	-1498.000	6191.000	767.049	772.949	778.550	784.230	788.958	792.866	802.260	813.630
"AGN"	"500"	17800.000	09/30/2018	0.000	336.235	115.900	-424.800	6019.400	339.000	339.100	334.600	331.400	333.500	335.200	335.100	356.400
"AIG"	"500"	49800.000	09/30/2018	0.000	883.822	0.000	282.000	239.000	895.237	903.216	907.952	907.853	908.667	925.751	980.777	1023.388
"AIV"	"500"	1350.000	09/30/2018	0.100	154.095	7.100	-25.100	401.900	156.711	156.703	156.609	156.422	156.306	156.305	156.259	156.172
"AIZ"	"500"	14750.000	09/30/2018	0.600	53.638	77.600	313.800	618.600	63.621	57.060	53.169	54.656	54.525	55.230	56.201	57.476
"AJG"	"500"	26800.000	09/30/2018	0.100	181.575	126.200	80.000	765.600	183.300	182.400	181.500	181.000	180.500	179.900	178.900	178.200
"AKAM"	"500"	7650.000	09/30/2018	0.100	157.968	181.500	336.600	919.600	165.924	170.250	170.116	169.429	170.976	172.674	173.158	173.336
"ALB"	"500"	5400.000	09/30/2018	0.100	105.719	601.900	-404.100	606.100	107.315	109.671	110.681	110.509	110.476	110.686	111.986	112.487
"ALGN"	"500"	8715.000	09/30/2018	0.300	72.645	238.600	58.200	475.700	80.111	80.216	80.036	80.082	80.163	80.188	79.904	79.664
"ALK"	"500"	20183.000	09/30/2018	0.000	122.789	102.000	37.000	1219.000	123.224	123.268	123.155	122.341	123.467	123.573	123.495	123.284
"ALL"	"500"	42460.000	09/30/2018	0.100	343.363	278.000	-230.000	4918.000	346.000	349.200	354.100	357.500	361.300	363.600	365.700	368.000
"ALLE"	"500"	10000.000	09/30/2018	0.000	94.773	47.400	-138.400	437.600	95.100	95.000	95.100	94.800	95.000	95.200	95.300	95.500
"ALXN"	"500"	2525.000	09/30/2018	0.100	222.670	258.900	679.200	600.200	222.900	222.600	222.100	223.600	223.000	224.000	224.000	222.638
"AMAT"	"500"	18400.000	07/29/2018	0.200	979.418	528.000	-74.000	3983.000	994.000	1029.000	1056.000	1064.000	1071.000	1078.000	1078.000	1083.000
"AMD"	"500"	8900.000	09/29/2018	0.700	992.625	166.000	163.000	344.000	987.000	972.000	968.000	967.000	957.000	945.000	939.000	937.000
"AME"	"500"	16900.000	09/30/2018	0.100	228.301	76.900	-217.700	882.200	231.502	231.252	230.928	230.769	230.439	230.158	229.548	230.211
"AMG"	"500"	4400.000	09/30/2018	0.500	46.439	18.100	73.400	1246.100	53.100	54.000	54.150	55.100	55.800	56.300	56.700	55.100
"AMGN"	"500"	20800.000	09/30/2018	0.000	635.896	666.000	8956.000	11114.000	645.000	656.000	707.000	725.000	728.000	734.000	737.000	736.000
"AMP"	"500"	13000.000	09/30/2018	0.100	138.917	154.000	-514.000	1631.000	144.400	147.000	149.500	150.800	153.000	155.100	157.500	160.300
"AMT"	"500"	4752.000	09/30/2018	0.100	439.487	859.000	338.600	3274.100	440.889	441.497	435.124	428.844	429.281	427.298	427.279	426.079
"AMZN"	"500"	566000.000	09/30/2018	16.200	409.598	14626.000	6338.000	26590.000	488.000	486.000	484.000	483.000	481.000	479.000	471.000	477.000
"ANET"	"500"	1800.000	09/30/2018	0.100	53.334	23.900	-308.800	402.800	75.011	74.759	74.377	73.323	72.588	72.246	71.774	69.989
"ANSS"	"500"	2900.000	09/30/2018	0.700	82.649	17.400	-190.400	457.000	84.158	84.105	83.931	84.556	84.774	85.167	85.456	86.198
"ANTM"	"500"	56000.000	09/30/2018	0.100	258.229	1171.300	-1837.300	2062.800	259.500	258.700	255.800	256.400	260.500	264.600	264.400	263.500
"AON"	"500"	50000.000	09/30/2018	0.100	238.098	237.000	-265.000	1356.000	244.000	246.000	248.500	251.300	255.600	262.400	264.800	265.100
"AOS"	"500"	16100.000	09/30/2018	0.200	142.645	86.300	-88.900	465.400	170.508	171.064	171.532	171.856	172.447	173.185	173.380	173.792
"APA"	"500"	3356.000	09/30/2018	0.100	378.681	558.000	-1349.000	3402.000	383.000	382.000	382.000	381.000	381.000	381.000	380.000	379.000
"APC"	"500"	4400.000	09/30/2018	0.200	502.771	6384.000	-3379.000	5692.000	499.000	504.000	518.000	536.000	553.000	552.000	551.000	552.000
"APD"	"500"	16000.000	09/30/2018	0.200	218.385	1568.400	-482.300	2541.900	219.300	219.500	219.400	218.900	218.300	218.100	217.900	217.700
"APH"	"500"	70000.000	09/30/2018	0.100	300.078	279.000	-453.900	1162.300	300.500	300.800	303.700	305.400	305.000	305.800	306.600	308.300
"APTV"	"500"	129000.000	09/30/2018	0.100	261.765	879.000	-582.000	1299.000	264.560	264.810	265.690	265.840	266.240	267.410	269.200	270.350
"ARE"	"500"	323.000	09/30/2018	1.400	106.076	870.100	-61.500	543.000	104.179	103.085	101.380	95.178	92.598	90.215	88.147	80.834
"ARNC"	"500"	41500.000	09/30/2018	0.100	472.948	733.000	-276.000	403.000	483.000	483.000	482.000	481.000	442.000	441.000	440.500	438.000
"ATVI"	"500"	9800.000	09/30/2018	0.700	754.657	166.000	-267.000	1949.000	763.000	761.000	759.000	757.000	755.000	754.000	749.000	743.000
"AVB"	"500"	3112.000	09/30/2018	0.200	137.861	5.600	64.500	1303.800	137.849	137.840	137.821	137.723	137.715	137.581	137.069	137.010
"AVGO"	"500"	14000.000	08/05/2018	0.100	410.258	762.000	-1113.000	8204.000	430.000	421.000	410.000	411.000	407.000	403.000	399.000	399.000
"AVY"	"500"	30000.000	09/29/2018	0.100	86.259	33.600	-14.700	445.200	87.300	87.900	88.000	88.000	88.300	88.500	88.400	88.800
"AWK"	"500"	6900.000	09/30/2018	0.100	179.661	1606.000	-6.000	1421.000	181.000	179.000	178.000	178.000	178.000	178.000	178.000	178.000
"AXP"	"500"	55000.000	09/30/2018	0.000	851.892	1121.000	2957.000	15141.000	858.000	860.000	859.000	865.000	878.000	883.500	899.000	912.000
"AZO"	"500"	54900.000	08/25/2018	0.100	25.370	-30.800	-8.800	1817.700	25.962	26.926	27.355	27.638	27.806	28.358	28.606	28.951
"BA"	"500"	140800.000	09/30/2018	0.100	567.298	1662.000	-519.000	15276.000	574.200	588.700	590.100	595.600	597.600	609.600	613.600	621.400
"BAC"	"500"	205000.000	09/30/2018	0.000	9806.111	0.000	12477.000	46394.000	10031.600	10181.700	10322.400	10472.430	10197.900	10013.500	10099.600	10197.950
"BAX"	"500"	47000.000	09/30/2018	0.000	531.675	692.000	-657.000	1855.000	534.000	535.000	539.000	543.000	545.000	544.000	541.000	543.000
"BBT"	"500"	36484.000	09/30/2018	0.000	765.042	0.000	85.000	4654.000	771.562	775.836	779.617	783.596	794.558	808.980	809.903	810.638
"BBY"	"500"	125000.000	08/04/2018	0.200	233.557	716.000	215.000	2102.000	279.000	282.600	289.300	299.100	304.100	309.200	313.400	316.200
"BDX"	"500"	76032.000	09/30/2018	0.200	267.527	895.000	-13039.000	2865.000	268.614	267.836	267.341	230.038	228.321	220.807	213.583	213.064
"BEN"	"500"	9700.000	09/30/2018	39.800	283.164	0.000	-1839.100	2229.700	520.900	533.000	537.950	550.700	553.700	556.200	560.300	565.100
"BF.B"	"500"	4800.000	07/31/2018	0.700	326.207	24.000	-27.000	653.000	480.048	480.697	480.361	480.150	480.048	480.225	480.650	486.313
"BHF"	"500"	1260.000	09/30/2018	0.200	118.390	0.000	446.000	2862.000	119.657	119.773	119.773	119.773	119.773	119.773	119.773	119.773
"BHGE"	"500"	65000.000	09/30/2018	0.100	345.872	901.000	-19.000	459.000	412.000	414.000	421.000	424.000	428.000	428.000	429.000	425.000
"BIIB"	"500"	7300.000	09/30/2018	0.100	200.662	3.000	838.600	5810.600	201.400	207.100	211.400	211.400	211.400	211.900	215.600	216.600
"BK"	"500"	52000.000	09/30/2018	0.000	985.327	1083.000	-1485.000	4077.000	999.808	1010.179	1016.797	1024.831	1035.337	1035.829	1041.158	1050.773
"BKNG"	"500"	22900.000	09/30/2018	0.200	46.120	356.000	146.600	5427.800	47.268	48.055	48.349	48.676	48.981	49.131	49.192	49.320
"BLK"	"500"	14900.000	09/30/2018	1.400	150.633	163.000	197.000	3840.000	160.142	160.981	161.250	161.263	162.460	162.503	163.017	163.434
"BLL"	"500"	18300.000	09/30/2018	0.500	336.138	768.000	44.000	1758.000	342.982	348.221	350.215	349.633	350.327	351.066	350.048	365.517
"BMY"	"500"	23700.000	09/30/2018	0.000	1629.855	915.000	764.000	4628.000	1632.000	1633.000	1633.000	1636.000	1639.000	1644.000	1662.000	1674.000
"BR"	"500"	10000.000	09/30/2018	0.700	116.012	28.000	-84.200	691.200	116.400	117.100	116.900	116.600	116.500	117.100	117.800	118.700
"BSX"	"500"	29000.000	09/30/2018	0.200	1380.505	59.000	291.000	975.000	1382.800	1380.500	1376.500	1373.100	1372.000	1369.800	1365.400	1362.100
"BWA"	"500"	29000.000	09/30/2018	0.100	207.094	564.600	-52.500	1112.700	207.471	208.570	209.475	209.745	209.803	210.572	211.596	211.500
"BXP"	"500"	740.000	09/30/2018	-99999999.990	154.212	47.200	-131.800	996.400	154.440	154.427	154.408	154.364	154.355	154.244	154.098	153.817
"C"	"500"	206000.000	09/30/2018	0.000	2439.573	3651.000	40958.000	37022.000	2479.800	2501.950	2538.000	2606.100	2683.600	2739.000	2765.300	2813.700
"CAG"	"500"	12400.000	08/26/2018	0.300	481.844	295.100	-176.600	912.900	391.700	393.700	399.100	406.500	415.100	419.600	431.700	437.700
"CAH"	"500"	50200.000	09/30/2018	0.500	297.021	375.000	864.000	1948.000	305.000	310.000	313.000	315.000	316.000	314.000	316.000	318.000
"CAT"	"500"	98400.000	09/30/2018	0.000	588.977	1253.000	-1639.000	5012.000	592.100	596.200	598.000	596.300	592.900	590.200	587.500	585.800
"CB"	"500"	31000.000	09/30/2018	0.500	458.005	0.000	-56.000	4989.000	462.982	465.277	465.703	465.608	466.371	467.981	468.903	468.184
"CBOE"	"500"	889.000	09/30/2018	0.100	111.709	39.200	12.000	503.600	111.400	112.000	112.400	112.300	112.300	112.100	91.900	81.285
"CBRE"	"500"	80000.000	09/30/2018	0.700	338.036	228.300	-416.700	827.200	339.477	339.082	338.890	338.789	337.948	336.975	336.908	336.811
"CBS"	"500"	12700.000	09/30/2018	0.200	332.961	172.000	8.000	1080.000	375.000	378.000	382.000	389.000	401.000	405.000	410.000	423.000
"CCI"	"500"	4500.000	09/30/2018	0.100	413.034	1617.600	-6392.000	2401.900	415.000	415.000	409.000	406.277	395.359	364.493	360.832	352.118
"CCL"	"500"	97000.000	08/31/2018	0.000	406.216	3432.000	37.000	5461.000	706.000	714.000	717.000	716.000	723.000	724.000	725.000	727.000
"CDNS"	"500"	7200.000	09/29/2018	0.600	278.513	60.000	-133.700	599.700	273.716	273.564	273.773	273.171	273.156	271.887	270.173	272.580
"CELG"	"500"	7467.000	09/30/2018	0.000	696.905	335.000	-3031.000	4517.000	702.000	716.100	748.300	773.500	784.100	782.650	779.000	776.900
"CERN"	"500"	26000.000	09/29/2018	0.400	314.522	31.800	-74.400	1396.000	329.342	330.206	332.395	331.535	331.993	331.056	329.973	334.935
"CF"	"500"	2900.000	09/30/2018	0.300	229.877	461.000	-970.000	1473.000	233.500	234.000	233.900	234.400	233.200	233.500	233.100	232.800
"CFG"	"500"	17100.000	09/30/2018	0.100	466.774	-71.000	1871.000	1640.000	475.958	484.744	487.501	492.040	500.861	506.372	509.452	511.942
"CHD"	"500"	4700.000	09/30/2018	0.200	245.628	54.500	-48.200	825.400	245.700	244.000	244.900	248.800	249.700	249.800	254.100	256.400
"CHRW"	"500"	15074.000	09/30/2018	0.900	136.963	17.300	0.500	694.500	138.797	139.464	140.032	139.554	140.422	141.061	141.484	141.704
"CHTR"	"500"	94800.000	09/30/2018	0.000	165.839	9277.000	-1504.000	11857.000	230.555	234.242	237.762	240.834	253.924	263.461	269.005	269.038
"CI"	"500"	46000.000	09/30/2018	0.100	237.737	477.000	20376.000	4219.000	242.577	242.453	242.179	244.628	249.242	254.087	255.680	255.714
"CINF"	"500"	4925.000	09/30/2018	0.300	151.812	16.000	-58.000	1132.000	162.700	163.200	164.000	163.900	164.000	164.300	164.600	164.500
"CL"	"500"	35900.000	09/30/2018	0.300	863.924	492.000	-539.000	2953.000	868.800	871.700	875.400	878.200	880.700	883.800	884.700	887.600
"CLX"	"500"	8700.000	09/30/2018	0.200	127.518	181.000	-306.000	975.000	127.803	129.101	129.694	129.359	129.019	129.115	128.752	128.497
"CMA"	"500"	7691.000	09/30/2018	0.200	160.250	91.000	-365.000	1212.000	167.000	171.000	172.000	171.000	174.000	175.000	175.000	169.000
"CMCSA"	"500"	164000.000	09/30/2018	0.100	4502.785	1986.000	10365.000	23949.000	4564.000	4598.000	4633.000	4657.000	4698.000	4728.000	4747.000	4448.000
"CME"	"500"	2830.000	09/30/2018	1.200	335.902	89.800	1396.200	2440.600	339.586	339.465	339.305	339.157	338.771	338.556	338.339	338.087
"CMG"	"500"	68890.000	09/30/2018	0.000	27.387	261.300	229.100	580.300	27.802	27.819	27.911	28.152	28.415	28.649	28.750	29.046
"CMI"	"500"	58600.000	09/30/2018	0.100	160.201	77.000	-68.000	2194.000	161.300	163.800	164.900	165.501	166.300	167.300	167.500	167.654
"CMS"	"500"	7822.000	09/30/2018	0.000	281.441	2029.000	193.000	2071.000	282.500	282.100	281.500	281.400	280.800	279.500	278.900	272.200
"CNC"	"500"	33700.000	09/30/2018	0.800	200.613	539.000	2556.000	2318.000	205.295	195.518	173.921	172.766	172.508	172.357	172.074	171.228
