Date,IPG22112N
1972-01-01,37.94
1972-02-01,37.74
1972-03-01,37.18
1972-04-01,35.97
1972-05-01,35.48
1972-06-01,37.57
1972-07-01,40.47
1972-08-01,42.88
1972-09-01,42.75
1972-10-01,38.85
1972-11-01,37.79
1972-12-01,39.48
1973-01-01,42.75
1973-02-01,41.07
1973-03-01,39.96
1973-04-01,37.87
1973-05-01,37.72
1973-06-01,40.86
1973-07-01,45.33
1973-08-01,46.81
1973-09-01,46.70
1973-10-01,41.69
1973-11-01,39.91
1973-12-01,39.96
1974-01-01,42.01
1974-02-01,40.70
1974-03-01,39.56
1974-04-01,38.45
1974-05-01,38.30
1974-06-01,41.40
1974-07-01,44.87
1974-08-01,46.88
1974-09-01,45.23
1974-10-01,40.80
1974-11-01,39.29
1974-12-01,41.98
1975-01-01,43.62
1975-02-01,42.66
1975-03-01,41.32
1975-04-01,39.66
1975-05-01,38.73
1975-06-01,41.93
1975-07-01,45.97
1975-08-01,47.98
1975-09-01,46.74
1975-10-01,41.04
1975-11-01,40.23
1975-12-01,43.31
1976-01-01,47.86
1976-02-01,45.30
1976-03-01,42.79
1976-04-01,41.02
1976-05-01,40.67
1976-06-01,43.01
1976-07-01,48.06
1976-08-01,49.74
1976-09-01,48.17
1976-10-01,43.49
1976-11-01,43.55
1976-12-01,47.84
1977-01-01,51.38
1977-02-01,49.07
1977-03-01,45.44
1977-04-01,42.53
1977-05-01,42.45
1977-06-01,46.14
1977-07-01,51.85
1977-08-01,52.85
1977-09-01,50.64
1977-10-01,46.12
1977-11-01,43.54
1977-12-01,47.45
1978-01-01,52.34
1978-02-01,50.60
1978-03-01,48.26
1978-04-01,43.54
1978-05-01,43.42
1978-06-01,48.01
1978-07-01,52.89
1978-08-01,54.34
1978-09-01,53.70
1978-10-01,48.22
1978-11-01,45.84
1978-12-01,49.35
1979-01-01,55.01
1979-02-01,53.77
1979-03-01,50.66
1979-04-01,46.62
1979-05-01,45.70
1979-06-01,48.19
1979-07-01,52.25
1979-08-01,55.20
1979-09-01,52.69
1979-10-01,47.94
1979-11-01,46.89
1979-12-01,49.65
1980-01-01,53.07
1980-02-01,52.00
1980-03-01,51.11
1980-04-01,46.92
1980-05-01,44.70
1980-06-01,48.18
1980-07-01,55.47
1980-08-01,58.84
1980-09-01,56.44
1980-10-01,49.65
1980-11-01,47.17
1980-12-01,51.62
1981-01-01,57.32
1981-02-01,53.99
1981-03-01,50.67
1981-04-01,47.57
1981-05-01,47.38
1981-06-01,52.34
1981-07-01,58.74
1981-08-01,58.93
1981-09-01,54.92
1981-10-01,50.15
1981-11-01,48.35
1981-12-01,52.08
1982-01-01,57.60
1982-02-01,54.56
1982-03-01,51.51
1982-04-01,48.57
1982-05-01,46.63
1982-06-01,49.82
1982-07-01,54.70
1982-08-01,56.66
1982-09-01,53.18
1982-10-01,48.28
1982-11-01,47.17
1982-12-01,50.78
1983-01-01,53.76
1983-02-01,51.80
1983-03-01,49.75
1983-04-01,48.46
1983-05-01,46.60
1983-06-01,50.48
1983-07-01,57.93
1983-08-01,62.31
1983-09-01,60.26
1983-10-01,51.75
1983-11-01,49.96
1983-12-01,55.03
1984-01-01,60.95
1984-02-01,56.62
1984-03-01,54.76
1984-04-01,51.24
1984-05-01,51.09
1984-06-01,55.58
1984-07-01,60.63
1984-08-01,61.90
1984-09-01,58.86
1984-10-01,53.28
1984-11-01,52.30
1984-12-01,55.58
1985-01-01,60.68
1985-02-01,59.32
1985-03-01,55.07
1985-04-01,52.37
1985-05-01,52.23
1985-06-01,56.10
1985-07-01,61.15
1985-08-01,62.82
1985-09-01,61.40
1985-10-01,54.35
1985-11-01,53.07
1985-12-01,59.26
1986-01-01,63.05
1986-02-01,57.95
1986-03-01,55.69
1986-04-01,52.16
1986-05-01,52.34
1986-06-01,58.28
1986-07-01,65.55
1986-08-01,65.46
1986-09-01,61.62
1986-10-01,55.91
1986-11-01,53.41
1986-12-01,59.81
1987-01-01,63.33
1987-02-01,59.44
1987-03-01,57.58
1987-04-01,54.51
1987-05-01,55.68
1987-06-01,61.79
1987-07-01,68.99
1987-08-01,71.01
1987-09-01,64.48
1987-10-01,58.02
1987-11-01,55.99
1987-12-01,61.18
1988-01-01,68.03
1988-02-01,64.25
1988-03-01,60.73
1988-04-01,56.48
1988-05-01,55.80
1988-06-01,62.80
1988-07-01,71.23
1988-08-01,75.27
1988-09-01,67.20
1988-10-01,60.20
1988-11-01,58.39
