Date,IPG21222N
1972-01-01,23.00
1972-02-01,27.58
1972-03-01,27.09
1972-04-01,26.49
1972-05-01,26.56
1972-06-01,25.10
1972-07-01,19.83
1972-08-01,17.93
1972-09-01,21.06
1972-10-01,23.09
1972-11-01,21.96
1972-12-01,21.06
1973-01-01,20.57
1973-02-01,23.13
1973-03-01,20.42
1973-04-01,20.18
1973-05-01,20.74
1973-06-01,20.92
1973-07-01,19.09
1973-08-01,20.07
1973-09-01,19.01
1973-10-01,20.57
1973-11-01,19.44
1973-12-01,19.14
1974-01-01,17.42
1974-02-01,19.87
1974-03-01,20.31
1974-04-01,21.23
1974-05-01,20.81
1974-06-01,20.54
1974-07-01,16.23
1974-08-01,15.79
1974-09-01,18.30
1974-10-01,19.14
1974-11-01,18.88
1974-12-01,18.10
1975-01-01,18.40
1975-02-01,18.65
1975-03-01,16.52
1975-04-01,18.69
1975-05-01,18.10
1975-06-01,19.38
1975-07-01,16.33
1975-08-01,17.49
1975-09-01,19.42
1975-10-01,19.12
1975-11-01,19.31
1975-12-01,19.58
1976-01-01,18.58
1976-02-01,18.90
1976-03-01,18.70
1976-04-01,18.96
1976-05-01,17.76
1976-06-01,18.83
1976-07-01,16.88
1976-08-01,18.31
1976-09-01,19.03
1976-10-01,18.42
1976-11-01,17.86
1976-12-01,17.07
1977-01-01,18.22
1977-02-01,19.13
1977-03-01,19.95
1977-04-01,19.41
1977-05-01,19.93
1977-06-01,20.42
1977-07-01,16.69
1977-08-01,19.14
1977-09-01,19.06
1977-10-01,20.52
1977-11-01,21.17
1977-12-01,21.32
1978-01-01,18.99
1978-02-01,21.25
1978-03-01,20.05
1978-04-01,19.92
1978-05-01,18.22
1978-06-01,19.45
1978-07-01,15.29
1978-08-01,19.01
1978-09-01,18.99
1978-10-01,20.19
1978-11-01,18.88
1978-12-01,17.66
1979-01-01,17.39
1979-02-01,18.25
1979-03-01,17.96
1979-04-01,18.26
1979-05-01,18.12
1979-06-01,18.43
1979-07-01,18.01
1979-08-01,20.26
1979-09-01,18.64
1979-10-01,18.90
1979-11-01,18.25
1979-12-01,17.40
1980-01-01,17.91
1980-02-01,19.48
1980-03-01,18.95
1980-04-01,20.03
1980-05-01,18.87
1980-06-01,18.83
1980-07-01,12.30
1980-08-01,11.33
1980-09-01,13.83
1980-10-01,15.39
1980-11-01,16.01
1980-12-01,20.45
1981-01-01,19.73
1981-02-01,22.00
1981-03-01,22.70
1981-04-01,22.61
1981-05-01,21.28
1981-06-01,23.97
1981-07-01,24.71
1981-08-01,24.25
1981-09-01,25.13
1981-10-01,24.68
1981-11-01,24.11
1981-12-01,22.63
1982-01-01,22.09
1982-02-01,24.13
1982-03-01,27.41
1982-04-01,27.46
1982-05-01,27.48
1982-06-01,24.17
1982-07-01,22.23
1982-08-01,21.98
1982-09-01,21.94
1982-10-01,23.65
1982-11-01,25.12
1982-12-01,22.85
1983-01-01,24.89
1983-02-01,26.99
1983-03-01,28.91
1983-04-01,30.80
1983-05-01,32.13
1983-06-01,33.25
1983-07-01,31.82
1983-08-01,33.84
1983-09-01,34.11
1983-10-01,31.90
1983-11-01,30.53
1983-12-01,30.19
1984-01-01,26.91
1984-02-01,29.68
1984-03-01,32.43
1984-04-01,32.12
1984-05-01,33.12
1984-06-01,35.85
1984-07-01,33.14
1984-08-01,32.96
1984-09-01,32.56
1984-10-01,33.46
1984-11-01,32.20
1984-12-01,30.96
1985-01-01,31.51
1985-02-01,34.25
1985-03-01,35.75
1985-04-01,33.31
1985-05-01,33.90
1985-06-01,34.36
1985-07-01,34.23
1985-08-01,34.40
1985-09-01,39.71
1985-10-01,37.43
1985-11-01,38.01
1985-12-01,36.30
1986-01-01,45.63
1986-02-01,49.91
1986-03-01,46.11
1986-04-01,50.42
1986-05-01,47.85
1986-06-01,52.14
1986-07-01,49.87
1986-08-01,52.27
1986-09-01,55.30
1986-10-01,54.31
