Date,IPG2211N
1972-01-01,35.97
1972-02-01,36.13
1972-03-01,35.06
1972-04-01,33.84
1972-05-01,33.51
1972-06-01,36.48
1972-07-01,39.14
1972-08-01,41.41
1972-09-01,40.16
1972-10-01,37.11
1972-11-01,37.02
1972-12-01,38.43
1973-01-01,40.75
1973-02-01,39.83
1973-03-01,37.94
1973-04-01,36.30
1973-05-01,36.53
1973-06-01,40.89
1973-07-01,44.36
1973-08-01,45.92
1973-09-01,44.46
1973-10-01,40.64
1973-11-01,39.49
1973-12-01,38.91
1974-01-01,40.10
1974-02-01,39.69
1974-03-01,38.30
1974-04-01,36.89
1974-05-01,37.57
1974-06-01,40.38
1974-07-01,44.97
1974-08-01,46.19
1974-09-01,43.30
1974-10-01,40.38
1974-11-01,39.81
1974-12-01,42.06
1975-01-01,43.41
1975-02-01,42.58
1975-03-01,40.92
1975-04-01,39.35
1975-05-01,39.08
1975-06-01,42.49
1975-07-01,46.37
1975-08-01,48.19
1975-09-01,45.17
1975-10-01,41.19
1975-11-01,40.84
1975-12-01,44.15
1976-01-01,47.69
1976-02-01,44.85
1976-03-01,42.86
1976-04-01,41.02
1976-05-01,40.72
1976-06-01,45.06
1976-07-01,48.97
1976-08-01,50.19
1976-09-01,47.60
1976-10-01,44.07
1976-11-01,45.43
1976-12-01,49.34
1977-01-01,52.92
1977-02-01,49.95
1977-03-01,46.17
1977-04-01,43.67
1977-05-01,44.54
1977-06-01,48.95
1977-07-01,53.83
1977-08-01,54.12
1977-09-01,51.00
1977-10-01,46.37
1977-11-01,45.33
1977-12-01,49.00
1978-01-01,53.36
1978-02-01,51.63
1978-03-01,47.83
1978-04-01,43.79
1978-05-01,44.86
1978-06-01,50.33
1978-07-01,54.36
1978-08-01,55.92
1978-09-01,53.58
1978-10-01,48.73
1978-11-01,48.26
1978-12-01,51.30
1979-01-01,56.58
1979-02-01,55.68
1979-03-01,50.44
1979-04-01,46.87
1979-05-01,46.09
1979-06-01,49.76
1979-07-01,53.83
1979-08-01,56.23
1979-09-01,52.57
1979-10-01,48.89
1979-11-01,48.41
