Date,IPG2212N
1972-01-01,160.92
1972-02-01,167.60
1972-03-01,151.79
1972-04-01,126.36
1972-05-01,102.64
1972-06-01,89.42
1972-07-01,78.30
1972-08-01,81.28
1972-09-01,81.02
1972-10-01,88.32
1972-11-01,113.33
1972-12-01,148.52
1973-01-01,164.30
1973-02-01,155.16
1973-03-01,140.13
1973-04-01,120.85
1973-05-01,101.90
1973-06-01,88.20
1973-07-01,76.00
1973-08-01,79.53
1973-09-01,83.23
1973-10-01,88.47
1973-11-01,106.18
1973-12-01,129.33
1974-01-01,156.82
1974-02-01,139.57
1974-03-01,133.96
1974-04-01,117.95
1974-05-01,98.19
1974-06-01,88.95
1974-07-01,82.18
1974-08-01,81.03
1974-09-01,77.44
1974-10-01,87.91
1974-11-01,98.45
1974-12-01,126.28
1975-01-01,139.83
1975-02-01,135.31
1975-03-01,128.84
1975-04-01,117.11
1975-05-01,91.68
1975-06-01,76.40
1975-07-01,73.54
1975-08-01,74.43
1975-09-01,73.62
1975-10-01,80.92
1975-11-01,92.04
1975-12-01,121.72
1976-01-01,146.27
1976-02-01,137.08
1976-03-01,119.31
1976-04-01,99.05
1976-05-01,85.20
1976-06-01,75.61
1976-07-01,70.65
1976-08-01,72.83
1976-09-01,72.59
1976-10-01,80.54
1976-11-01,101.80
1976-12-01,131.72
1977-01-01,147.43
1977-02-01,131.81
1977-03-01,109.82
1977-04-01,93.64
1977-05-01,80.56
1977-06-01,75.96
1977-07-01,71.82
1977-08-01,71.38
1977-09-01,70.79
1977-10-01,80.09
1977-11-01,93.77
1977-12-01,124.86
1978-01-01,140.03
1978-02-01,143.20
1978-03-01,126.09
1978-04-01,99.46
1978-05-01,83.70
1978-06-01,74.18
1978-07-01,66.83
1978-08-01,71.52
1978-09-01,68.21
1978-10-01,76.53
1978-11-01,91.83
1978-12-01,120.03
1979-01-01,143.87
1979-02-01,145.00
1979-03-01,129.00
1979-04-01,107.87
1979-05-01,85.99
1979-06-01,77.51
1979-07-01,69.19
1979-08-01,70.49
1979-09-01,68.22
1979-10-01,79.40
1979-11-01,95.31
1979-12-01,119.84
1980-01-01,139.55
1980-02-01,135.66
1980-03-01,123.20
1980-04-01,93.47
1980-05-01,78.19
1980-06-01,70.08
1980-07-01,70.44
1980-08-01,69.34
1980-09-01,70.45
1980-10-01,84.30
1980-11-01,102.43
1980-12-01,129.49
1981-01-01,142.87
1981-02-01,120.27
1981-03-01,115.84
1981-04-01,90.76
1981-05-01,81.23
1981-06-01,72.49
1981-07-01,71.73
1981-08-01,71.52
1981-09-01,69.32
1981-10-01,83.72
1981-11-01,94.65
1981-12-01,125.80
1982-01-01,150.16
1982-02-01,126.64
1982-03-01,113.75
1982-04-01,90.51
1982-05-01,68.42
1982-06-01,62.05
1982-07-01,62.71
1982-08-01,62.70
1982-09-01,62.50
1982-10-01,73.40
1982-11-01,89.85
1982-12-01,108.38
1983-01-01,140.55
1983-02-01,104.69
1983-03-01,104.45
1983-04-01,84.40
1983-05-01,66.39
1983-06-01,53.62
1983-07-01,55.17
1983-08-01,58.34
1983-09-01,56.84
1983-10-01,68.15
1983-11-01,85.42
1983-12-01,124.84
1984-01-01,152.22
1984-02-01,125.41
1984-03-01,115.52
1984-04-01,97.35
1984-05-01,77.04
1984-06-01,63.49
1984-07-01,60.53
1984-08-01,60.26
1984-09-01,57.48
1984-10-01,64.72
1984-11-01,81.72
1984-12-01,109.54
1985-01-01,135.55
1985-02-01,135.41
1985-03-01,108.76
1985-04-01,86.99
1985-05-01,65.58
1985-06-01,57.30
1985-07-01,57.92
1985-08-01,57.29
1985-09-01,54.49
1985-10-01,62.65
1985-11-01,77.85
1985-12-01,121.61
1986-01-01,140.76
1986-02-01,123.07
1986-03-01,106.93
1986-04-01,80.02
1986-05-01,64.33
1986-06-01,53.97
1986-07-01,52.14
1986-08-01,50.37
1986-09-01,49.24
1986-10-01,57.28
1986-11-01,78.07
1986-12-01,114.62
1987-01-01,140.33
1987-02-01,128.85
1987-03-01,113.77
1987-04-01,87.79
1987-05-01,63.74
1987-06-01,53.95
1987-07-01,52.28
1987-08-01,52.79
1987-09-01,51.19
1987-10-01,66.08
1987-11-01,84.97
1987-12-01,119.88
1988-01-01,155.87
1988-02-01,142.21
1988-03-01,121.77
1988-04-01,89.33
1988-05-01,70.70
1988-06-01,56.82
1988-07-01,54.59
1988-08-01,55.78
1988-09-01,52.18
1988-10-01,66.45
1988-11-01,88.72
1988-12-01,123.12
1989-01-01,141.49
1989-02-01,140.62
1989-03-01,129.54
1989-04-01,94.99
1989-05-01,71.85
1989-06-01,57.54
1989-07-01,55.63
1989-08-01,54.89
1989-09-01,55.27
1989-10-01,69.17
1989-11-01,94.34
1989-12-01,151.52
1990-01-01,151.22
1990-02-01,126.82
1990-03-01,116.44
1990-04-01,94.57
1990-05-01,71.44
1990-06-01,59.24
1990-07-01,56.05
1990-08-01,55.99
1990-09-01,56.24
1990-10-01,68.61
1990-11-01,91.14
1990-12-01,131.20
1991-01-01,165.64
1991-02-01,134.43
1991-03-01,121.61
1991-04-01,90.54
1991-05-01,67.64
1991-06-01,54.37
1991-07-01,55.21
1991-08-01,53.42
1991-09-01,54.50
1991-10-01,70.09
1991-11-01,104.27
1991-12-01,136.62
1992-01-01,157.94
1992-02-01,141.32
1992-03-01,124.42
1992-04-01,101.05
1992-05-01,72.71
1992-06-01,57.82
1992-07-01,56.34
1992-08-01,54.33
1992-09-01,54.90
1992-10-01,70.17
1992-11-01,101.52
1992-12-01,146.63
1993-01-01,163.70
1993-02-01,154.04
1993-03-01,140.52
1993-04-01,102.70
1993-05-01,66.26
1993-06-01,58.00
1993-07-01,56.27
1993-08-01,55.42
1993-09-01,55.48
1993-10-01,74.97
1993-11-01,107.50
1993-12-01,147.47
1994-01-01,189.21
1994-02-01,170.07
1994-03-01,136.82
1994-04-01,95.65
1994-05-01,70.32
1994-06-01,58.57
1994-07-01,55.46
1994-08-01,55.03
1994-09-01,54.31
1994-10-01,69.04
1994-11-01,97.31
1994-12-01,138.51
1995-01-01,169.85
1995-02-01,157.65
1995-03-01,134.79
1995-04-01,102.74
1995-05-01,76.89
1995-06-01,59.03
1995-07-01,58.62
1995-08-01,58.07
1995-09-01,56.18
1995-10-01,69.59
1995-11-01,115.62
1995-12-01,162.02
1996-01-01,190.27
1996-02-01,171.40
1996-03-01,151.50
1996-04-01,111.35
1996-05-01,77.37
1996-06-01,59.63
1996-07-01,54.66
1996-08-01,54.49
1996-09-01,55.24
1996-10-01,73.14
1996-11-01,118.97
1996-12-01,161.57
1997-01-01,190.35
1997-02-01,164.14
1997-03-01,139.56
1997-04-01,106.47
1997-05-01,80.18
1997-06-01,59.67
1997-07-01,56.44
1997-08-01,54.53
1997-09-01,54.40
1997-10-01,71.65
1997-11-01,117.17
1997-12-01,160.02
1998-01-01,173.28
1998-02-01,149.51
1998-03-01,143.10
1998-04-01,99.85
1998-05-01,69.04
1998-06-01,58.69
1998-07-01,59.26
1998-08-01,57.91
1998-09-01,55.62
1998-10-01,67.02
1998-11-01,99.79
1998-12-01,139.71
1999-01-01,189.12
1999-02-01,150.47
1999-03-01,148.51
1999-04-01,103.84
1999-05-01,71.33
1999-06-01,58.82
1999-07-01,56.78
1999-08-01,56.87
1999-09-01,56.40
1999-10-01,72.80
1999-11-01,95.30
1999-12-01,146.20
2000-01-01,180.64
2000-02-01,159.44
2000-03-01,129.52
2000-04-01,100.64
2000-05-01,73.74
2000-06-01,60.82
2000-07-01,57.67
2000-08-01,60.79
2000-09-01,58.60
2000-10-01,73.26
2000-11-01,115.47
2000-12-01,172.06
2001-01-01,201.69
2001-02-01,166.46
2001-03-01,150.91
2001-04-01,101.52
2001-05-01,70.27
2001-06-01,57.58
2001-07-01,56.95
2001-08-01,57.92
2001-09-01,56.17
2001-10-01,73.28
2001-11-01,93.57
2001-12-01,139.14
2002-01-01,176.97
2002-02-01,157.54
2002-03-01,150.02
2002-04-01,106.40
2002-05-01,77.01
2002-06-01,62.49
2002-07-01,61.22
2002-08-01,59.57
2002-09-01,56.81
2002-10-01,76.70
2002-11-01,114.14
2002-12-01,163.24
2003-01-01,195.13
2003-02-01,181.90
2003-03-01,147.00
2003-04-01,101.32
2003-05-01,73.69
2003-06-01,60.02
2003-07-01,61.00
2003-08-01,60.96
2003-09-01,57.08
2003-10-01,73.25
2003-11-01,101.57
2003-12-01,155.39
2004-01-01,195.97
2004-02-01,178.16
2004-03-01,135.01
2004-04-01,98.23
2004-05-01,73.37
2004-06-01,60.74
2004-07-01,60.65
2004-08-01,59.95
2004-09-01,58.19
2004-10-01,71.56
2004-11-01,100.46
2004-12-01,153.37
2005-01-01,178.87
2005-02-01,154.61
2005-03-01,144.05
2005-04-01,96.37
2005-05-01,75.36
2005-06-01,64.33
2005-07-01,65.48
2005-08-01,64.83
2005-09-01,57.80
2005-10-01,67.58
2005-11-01,95.62
2005-12-01,159.69
2006-01-01,149.02
2006-02-01,147.08
2006-03-01,137.22
2006-04-01,91.97
2006-05-01,69.27
2006-06-01,62.24
2006-07-01,64.34
2006-08-01,63.75
2006-09-01,58.15
2006-10-01,77.98
2006-11-01,102.65
2006-12-01,138.47
2007-01-01,174.12
2007-02-01,185.51
2007-03-01,138.34
2007-04-01,103.42
2007-05-01,72.17
2007-06-01,62.14
2007-07-01,62.14
2007-08-01,67.96
2007-09-01,60.28
2007-10-01,68.38
2007-11-01,100.95
2007-12-01,152.34
2008-01-01,180.98
2008-02-01,167.53
2008-03-01,142.42
2008-04-01,99.20
2008-05-01,74.36
2008-06-01,65.37
2008-07-01,65.86
2008-08-01,64.43
2008-09-01,58.94
2008-10-01,76.67
2008-11-01,109.89
2008-12-01,167.59
2009-01-01,200.39
2009-02-01,164.55
2009-03-01,139.35
2009-04-01,99.08
2009-05-01,66.69
2009-06-01,57.78
2009-07-01,57.30
2009-08-01,58.02
2009-09-01,55.84
2009-10-01,78.36
2009-11-01,99.46
2009-12-01,173.42
2010-01-01,204.97
2010-02-01,177.16
2010-03-01,136.80
2010-04-01,86.93
2010-05-01,67.69
2010-06-01,58.54
2010-07-01,58.74
2010-08-01,59.62
2010-09-01,56.13
2010-10-01,69.96
2010-11-01,111.84
2010-12-01,185.95
2011-01-01,207.69
2011-02-01,168.49
2011-03-01,138.80
2011-04-01,92.18
2011-05-01,68.80
2011-06-01,57.96
2011-07-01,60.30
2011-08-01,60.61
2011-09-01,57.58
2011-10-01,77.37
2011-11-01,116.97
2011-12-01,170.36
2012-01-01,191.77
2012-02-01,164.29
2012-03-01,111.30
2012-04-01,86.21
2012-05-01,62.75
2012-06-01,54.96
2012-07-01,54.52
2012-08-01,53.97
2012-09-01,53.71
2012-10-01,78.47
2012-11-01,124.96
2012-12-01,163.10
2013-01-01,203.84
2013-02-01,177.52
2013-03-01,161.60
2013-04-01,101.08
2013-05-01,68.21
2013-06-01,57.12
2013-07-01,58.31
2013-08-01,57.98
2013-09-01,56.69
2013-10-01,76.26
2013-11-01,131.52
2013-12-01,193.73
2014-01-01,229.97
2014-02-01,192.68
2014-03-01,165.31
2014-04-01,98.96
2014-05-01,71.67
2014-06-01,58.15
2014-07-01,58.78
2014-08-01,58.71
2014-09-01,59.46
2014-10-01,77.25
2014-11-01,141.75
2014-12-01,175.76
2015-01-01,221.25
2015-02-01,211.73
2015-03-01,158.63
2015-04-01,93.56
2015-05-01,65.59
2015-06-01,56.52
2015-07-01,56.47
2015-08-01,55.47
2015-09-01,54.21
2015-10-01,73.63
2015-11-01,114.98
2015-12-01,152.89
2016-01-01,214.87
2016-02-01,172.91
2016-03-01,124.06
2016-04-01,95.92
2016-05-01,68.94
2016-06-01,55.82
2016-07-01,55.45
2016-08-01,55.20
2016-09-01,53.27
2016-10-01,68.79
2016-11-01,108.82
2016-12-01,196.88
2017-01-01,204.60
2017-02-01,148.61
2017-03-01,152.05
2017-04-01,84.74
2017-05-01,69.10
2017-06-01,54.12
2017-07-01,53.99
2017-08-01,53.44
2017-09-01,53.40
2017-10-01,73.20
2017-11-01,128.55
2017-12-01,207.53
2018-01-01,239.05
2018-02-01,175.25
2018-03-01,169.69
2018-04-01,110.66
2018-05-01,67.31
