Date,IPG3331N
1972-01-01,45.80
1972-02-01,47.60
1972-03-01,49.01
1972-04-01,49.97
1972-05-01,50.32
1972-06-01,51.95
1972-07-01,50.15
1972-08-01,50.80
1972-09-01,52.73
1972-10-01,52.93
1972-11-01,53.29
1972-12-01,55.23
1973-01-01,54.85
1973-02-01,56.37
1973-03-01,57.49
1973-04-01,57.27
1973-05-01,57.74
1973-06-01,59.51
1973-07-01,59.38
1973-08-01,61.24
1973-09-01,63.27
1973-10-01,63.63
1973-11-01,61.67
1973-12-01,66.38
1974-01-01,64.54
1974-02-01,65.80
1974-03-01,67.62
1974-04-01,65.45
1974-05-01,69.35
1974-06-01,70.89
1974-07-01,66.86
1974-08-01,69.25
1974-09-01,70.29
1974-10-01,70.90
1974-11-01,70.76
1974-12-01,72.44
1975-01-01,69.18
1975-02-01,70.00
1975-03-01,68.89
1975-04-01,67.96
1975-05-01,65.01
1975-06-01,64.13
1975-07-01,61.06
1975-08-01,62.58
1975-09-01,64.45
1975-10-01,63.69
1975-11-01,63.49
1975-12-01,64.88
1976-01-01,64.10
1976-02-01,64.57
1976-03-01,64.09
1976-04-01,62.54
1976-05-01,63.67
1976-06-01,64.45
1976-07-01,61.90
1976-08-01,63.39
1976-09-01,64.73
1976-10-01,60.45
1976-11-01,64.35
1976-12-01,66.70
1977-01-01,65.02
1977-02-01,65.91
1977-03-01,67.48
1977-04-01,66.97
1977-05-01,68.10
1977-06-01,69.19
1977-07-01,67.35
1977-08-01,68.27
1977-09-01,70.18
1977-10-01,68.81
1977-11-01,68.53
1977-12-01,71.01
1978-01-01,67.53
1978-02-01,69.92
1978-03-01,70.87
1978-04-01,70.88
1978-05-01,68.94
1978-06-01,72.66
1978-07-01,69.81
1978-08-01,71.48
1978-09-01,74.62
1978-10-01,74.90
1978-11-01,76.38
1978-12-01,81.57
1979-01-01,78.21
1979-02-01,80.54
1979-03-01,81.22
1979-04-01,76.53
1979-05-01,80.69
1979-06-01,80.81
1979-07-01,79.23
1979-08-01,77.02
1979-09-01,80.39
1979-10-01,68.35
1979-11-01,66.81
1979-12-01,68.98
1980-01-01,74.55
1980-02-01,74.01
1980-03-01,73.88
1980-04-01,72.22
1980-05-01,71.83
1980-06-01,69.13
1980-07-01,65.84
1980-08-01,64.84
1980-09-01,68.56
1980-10-01,67.28
1980-11-01,69.21
1980-12-01,72.18
1981-01-01,72.53
1981-02-01,71.88
1981-03-01,74.52
1981-04-01,74.46
1981-05-01,74.26
1981-06-01,74.88
1981-07-01,73.26
1981-08-01,73.25
1981-09-01,74.48
1981-10-01,73.35
1981-11-01,73.31
1981-12-01,73.69
1982-01-01,66.92
1982-02-01,71.76
1982-03-01,69.41
1982-04-01,65.17
1982-05-01,62.05
1982-06-01,55.89
1982-07-01,49.78
1982-08-01,47.38
1982-09-01,47.22
1982-10-01,41.33
1982-11-01,39.27
1982-12-01,39.52
1983-01-01,37.65
1983-02-01,37.78
1983-03-01,38.35
1983-04-01,37.91
1983-05-01,40.29
1983-06-01,40.85
1983-07-01,39.36
1983-08-01,39.30
1983-09-01,41.87
1983-10-01,41.44
1983-11-01,42.22
1983-12-01,43.22
1984-01-01,44.32
1984-02-01,45.89
1984-03-01,47.22
1984-04-01,47.75
1984-05-01,47.54
1984-06-01,47.41
1984-07-01,44.92
1984-08-01,44.98
1984-09-01,46.22
1984-10-01,45.04
1984-11-01,44.40
1984-12-01,44.56
1985-01-01,42.52
1985-02-01,42.95
1985-03-01,44.33
1985-04-01,43.25
1985-05-01,43.42
1985-06-01,42.98
1985-07-01,40.11
1985-08-01,41.34
1985-09-01,42.26
1985-10-01,42.38
1985-11-01,41.98
1985-12-01,43.00
1986-01-01,42.43
1986-02-01,42.55
1986-03-01,42.80
1986-04-01,42.40
1986-05-01,41.03
1986-06-01,40.04
1986-07-01,36.89
1986-08-01,37.35
1986-09-01,35.23
1986-10-01,33.85
1986-11-01,32.91
1986-12-01,33.20
1987-01-01,32.23
1987-02-01,38.99
1987-03-01,41.18
1987-04-01,41.53
1987-05-01,41.00
1987-06-01,40.35
1987-07-01,28.44
1987-08-01,33.44
1987-09-01,38.07
1987-10-01,41.39
1987-11-01,43.13
1987-12-01,39.05
1988-01-01,41.70
1988-02-01,48.66
1988-03-01,51.97
1988-04-01,51.37
1988-05-01,49.47
1988-06-01,48.59
1988-07-01,30.94
1988-08-01,41.00
1988-09-01,43.66
1988-10-01,46.94
1988-11-01,44.60
1988-12-01,40.59
1989-01-01,48.21
1989-02-01,50.11
1989-03-01,49.86
1989-04-01,55.80
1989-05-01,44.13
1989-06-01,49.89
1989-07-01,30.69
1989-08-01,40.62
1989-09-01,44.91
1989-10-01,46.55
1989-11-01,46.35
1989-12-01,41.37
1990-01-01,50.60
1990-02-01,55.46
1990-03-01,57.50
1990-04-01,55.35
1990-05-01,53.58
1990-06-01,47.26
1990-07-01,34.78
1990-08-01,42.86
1990-09-01,47.24
1990-10-01,48.17
1990-11-01,46.49
1990-12-01,35.96
1991-01-01,42.92
1991-02-01,53.00
1991-03-01,50.97
1991-04-01,50.59
1991-05-01,47.46
1991-06-01,45.10
1991-07-01,28.02
1991-08-01,35.26
1991-09-01,41.93
1991-10-01,39.85
1991-11-01,37.06
1991-12-01,29.32
1992-01-01,32.90
1992-02-01,44.84
1992-03-01,46.41
1992-04-01,48.37
1992-05-01,45.54
1992-06-01,45.19
1992-07-01,32.19
1992-08-01,31.88
1992-09-01,38.79
1992-10-01,36.18
1992-11-01,37.94
1992-12-01,34.43
1993-01-01,41.78
1993-02-01,50.05
1993-03-01,51.49
1993-04-01,50.51
1993-05-01,49.67
1993-06-01,47.02
1993-07-01,33.84
1993-08-01,34.41
1993-09-01,41.10
1993-10-01,46.63
1993-11-01,45.26
1993-12-01,40.34
1994-01-01,53.32
1994-02-01,57.57
1994-03-01,58.97
1994-04-01,57.21
1994-05-01,54.80
1994-06-01,51.78
1994-07-01,39.92
1994-08-01,36.89
1994-09-01,42.10
1994-10-01,44.29
1994-11-01,47.21
1994-12-01,42.68
1995-01-01,52.94
1995-02-01,58.20
1995-03-01,60.33
1995-04-01,57.41
1995-05-01,55.25
1995-06-01,53.20
1995-07-01,38.22
1995-08-01,43.11
1995-09-01,50.47
1995-10-01,54.05
1995-11-01,51.04
1995-12-01,46.26
1996-01-01,53.36
1996-02-01,60.13
1996-03-01,62.44
1996-04-01,60.95
1996-05-01,59.80
