Symbol,Date,Open,High,Low,Close,Volume
AAL,12-Nov-2015,44.29,44.52,43.82,43.9,5948800
AAME,12-Nov-2015,4.9,4.98,4.76,4.94,2700
AAOI,12-Nov-2015,16.59,16.71,15.99,16.11,380700
AAON,12-Nov-2015,24.53,24.56,23.64,24.03,226500
AAPC,12-Nov-2015,10.16,10.18,10.16,10.16,59500
AAPL,12-Nov-2015,116.26,116.82,115.65,115.72,32424200
AAVL,12-Nov-2015,7.81,7.95,7.61,7.78,272700
AAWW,12-Nov-2015,40.12,40.88,39.38,39.52,269100
AAXJ,12-Nov-2015,55.63,55.82,55.26,55.3,573900
ABAC,12-Nov-2015,0.64,0.64,0.61,0.62,4500
ABAX,12-Nov-2015,53.25,53.75,51.1,51.52,257900
ABCB,12-Nov-2015,33.04,33.35,32.68,32.9,135900
ABCD,12-Nov-2015,5.07,5.97,5.07,5.41,147800
ABCO,12-Nov-2015,52.97,53.44,52.48,53.01,250700
ABCW,12-Nov-2015,41.76,41.96,40.74,40.85,22000
ABDC,12-Nov-2015,12,12.39,11.95,12.08,40800
ABEO,12-Nov-2015,4.2,4.44,4.08,4.11,116500
ABEOW,12-Nov-2015,1.45,1.78,1.45,1.65,7400
ABGB,12-Nov-2015,5.09,5.26,5,5.22,16300
ABIO,12-Nov-2015,5.01,5.35,4.95,4.99,15800
ABMD,12-Nov-2015,79.11,79.99,77.4,79.36,412600
ABTL,12-Nov-2015,21.52,22.28,21.06,22.14,211000
ABTX,12-Nov-2015,23.79,23.99,23.75,23.89,13600
ABUS,12-Nov-2015,5.72,5.72,5.47,5.51,261500
ABY,12-Nov-2015,20.75,20.83,20.07,20.12,341700
ACAD,12-Nov-2015,35.22,36.38,34.87,34.97,858000
ACAS,12-Nov-2015,14.25,14.53,14.19,14.4,4006700
ACAT,12-Nov-2015,20.25,20.99,19.9,20.16,157900
ACBI,12-Nov-2015,14.3,14.3,14.2,14.26,33800
ACET,12-Nov-2015,25.03,25.39,24.65,24.87,346900
ACFC,12-Nov-2015,6.09,6.18,6.05,6.11,27300
ACGL,12-Nov-2015,74.58,74.58,73.61,73.66,323400
ACHC,12-Nov-2015,69,69.2,67.44,67.51,421900
ACHN,12-Nov-2015,10.03,10.18,9.77,9.85,2044600
ACIW,12-Nov-2015,24.05,24.31,22.38,23.89,334500
ACLS,12-Nov-2015,2.42,2.46,2.37,2.41,704600
ACNB,12-Nov-2015,21.84,21.84,21.51,21.51,300
ACOR,12-Nov-2015,36.84,37.83,36.38,37.2,671100
ACPW,12-Nov-2015,1.56,1.57,1.52,1.55,10500
ACRS,12-Nov-2015,16.7,17.24,16.09,16.91,113900
ACRX,12-Nov-2015,4.67,4.9,4.51,4.89,368300
ACSF,12-Nov-2015,10.59,10.59,10.41,10.41,25200
ACST,12-Nov-2015,2.45,2.54,2.45,2.45,2500
ACTA,12-Nov-2015,11.69,11.8,11.49,11.57,154500
ACTG,12-Nov-2015,6.28,6.3,6.04,6.06,413000
ACTS,12-Nov-2015,1.73,1.87,1.73,1.78,5400
ACUR,12-Nov-2015,2.7,2.73,2.55,2.6,3200
ACWI,12-Nov-2015,57.39,57.54,56.98,57,1254400
ACWX,12-Nov-2015,40.79,40.98,40.64,40.65,1504800
ACXM,12-Nov-2015,22.11,22.38,21.83,21.86,214900
ADAP,12-Nov-2015,11.1,11.45,10.56,10.64,160000
ADAT,12-Nov-2015,0.73,0.75,0.72,0.75,208400
ADBE,12-Nov-2015,91.08,91.88,90.74,90.84,2457600
ADHD,12-Nov-2015,7.44,7.52,7.11,7.12,46200
ADI,12-Nov-2015,59.72,60.76,59.33,59.46,2120100
ADMA,12-Nov-2015,9.15,9.17,8.88,9.05,28200
ADMP,12-Nov-2015,3.84,4.07,3.79,3.96,24500
ADMS,12-Nov-2015,15.83,15.83,15.11,15.16,62800
ADP,12-Nov-2015,87,87.36,86.21,86.22,1188300
ADRA,12-Nov-2015,27.61,27.61,27.49,27.49,1900
ADRD,12-Nov-2015,21.61,21.61,21.47,21.47,15000
ADRE,12-Nov-2015,30.48,30.73,30.36,30.36,6400
ADRO,12-Nov-2015,27.78,29,27.25,28.46,161600
ADRU,12-Nov-2015,21.25,21.25,21.1,21.1,4200
