"A"	"500"	15550.000	04/30/2019	73.370	71.640	82.270	0.400	89.600	1958.000	314.852	147.000	-857.000	40.030	39.280	-933.000	21.800	"SANTA CLARA"	"CA"	"United States"	317.000	318.000	318.000	320.000	322.000	323.000	322.000	321.000
"AA"	"None"	14000.000	03/31/2019	22.610	34.790	48.750	0.300	92.200	3186.000	185.093	394.000	-183.000	-300.000	-202.130	-390.000	318.500	"PITTSBURGH"	"PA"	"United States"	185.000	186.000	186.000	186.000	186.000	184.000	185.000	184.000
"AAL"	"500"	128900.000	03/31/2019	32.940	35.460	43.890	1.100	80.800	5232.000	440.590	4271.000	-52.000	300.000	207.790	-1497.000	-24.600	"FORT WORTH"	"TX"	"United States"	451.951	460.588	460.526	463.533	472.297	477.164	484.772	490.818
"AAN"	"MidCap 400"	11800.000	03/31/2019	63.380	51.890	64.490	1.200	-9999999999.990	849.000	66.855	85.400	-65.300	50.530	105.330	-271.200	4.500	"ATLANTA"	"GA"	"United States"	67.294	67.949	68.819	69.645	70.105	70.606	70.746	70.686
"AAOI"	"SmallCap 600"	2529.000	03/31/2019	10.310	29.430	50.300	7.600	64.800	1016.000	18.749	75.000	-5.800	-300.000	-300.000	-73.300	-41.000	"SUGAR LAND"	"TX"	"United States"	19.863	19.797	19.707	19.590	19.492	19.410	19.294	19.081
"AAON"	"SmallCap 600"	2221.000	03/31/2019	51.030	42.030	52.505	19.700	75.200	128.000	40.672	37.600	-1.000	300.000	144.840	-22.900	-7.900	"TULSA"	"OK"	"United States"	51.992	52.191	52.239	52.384	52.434	52.531	52.567	52.615
"AAP"	"500"	40000.000	04/20/2019	156.430	161.260	186.150	0.400	-9999999999.990	1041.000	71.461	220.600	-101.800	143.030	133.390	-218.600	-9.900	"RALEIGH"	"NC"	"United States"	71.787	72.990	73.888	74.054	73.979	73.903	73.866	73.848
"AAPL"	"500"	132000.000	03/30/2019	203.230	187.740	233.470	0.000	60.800	21474.000	4597.983	12026.000	-5242.000	-71.100	-21.720	20138.000	-0.200	"CUPERTINO"	"CA"	"United States"	4674.071	4735.820	4801.588	4882.167	5024.877	5112.877	5149.427	5195.088
"AAT"	"SmallCap 600"	186.000	03/31/2019	48.220	41.840	48.300	0.500	85.000	793.000	57.744	65.200	-0.900	300.000	300.000	-75.400	-5.500	"SAN DIEGO"	"CA"	"United States"	47.005	46.968	46.960	46.939	46.936	46.911	46.898	46.871
"AAWW"	"SmallCap 600"	3275.000	03/31/2019	41.340	53.250	71.450	1.700	-9999999999.990	241.000	25.324	118.900	34.100	125.070	-87.490	-484.900	96.300	"PURCHASE"	"NY"	"United States"	25.735	25.590	25.575	25.565	25.436	25.277	25.262	25.257
"AAXN"	"MidCap 400"	1155.000	03/31/2019	63.300	57.940	76.454	2.100	81.800	1792.000	57.963	15.300	130.400	-98.770	286.230	-121.900	-11.100	"SCOTTSDALE"	"AZ"	"United States"	58.914	58.525	58.340	55.527	53.119	52.915	52.831	52.736
"AB"	"None"	3641.000	03/31/2019	30.370	27.380	31.419	0.100	17.500	183.000	90.463	0.000	0.000	-11.500	-8.840	-20.000	8.800	"NEW YORK"	"NY"	"United States"	95.144	95.403	97.409	98.368	96.987	93.278	93.374	96.061
